coordinate,address,city,state,postal_code,ad_type,description,beds,bath,sqr_lot,sqft,year,style,property_type,price,currency
"('37.771654', '-122.411809')",380 10th St Unit 26,San Francisco,CA,94103,place,"Exceptional Top Floor, Tri-level loft situated in a coveted brick and timber loft building in the thriving SoMa neighborhood. Soaring ceilings, floor-to-windows, dramatic steel beams, and exposed wood creates an industrial-chic feel. Open plan on three levels contains 2beds, 2baths, 2 private decks and 1 car parking. The master-suite level has city VIEWS, an ensuite bath and a large private terrace deck. Other features include in-unit washer/dryer, huge storage closet, elevator building, big shared roof deck. Easy access to 101/280. Near many amenities including grocery stores, bars, clubs, restaurants, and major start-ups. Walk/Bike Score 96 and 100 Transit Score",2,2,,"1,372",Built 2004,Built 2004,Type Condo/Townhome/Row Home/Co-Op,"$1,199,000",
"('37.73253', '-122.42897')",50 Mirando Way,San Francisco,CA,94112,place,"Recently remodeled contemporary home located on the border of Glen Park and Bernal Heights featuring 4/BD 3/BA with 2 car parking side by side! The home is detached and flooded with natural light. The main level opens to an inviting entry way, living room, dining room, large open gourmet eat-in-kitchen, with high-end appliances and overlooks the patio. The upper level has 3 spacious bedrooms, 2 bathrooms that have been tastefully remodeled, and all on one level. There is a large 4th bedroom and full bath on the lower level with a separate entrance, which is adjacent to an entertainment area with a wet bar. Short walk to Glen Park BART, Glen Park Village, tech shuttles. Fast access HWY 101 & 280!",4,3,"1,925","1,865",Built 1965,Style  Contemporary/Custom/Modern/High Tech,Type Single Family Home,"$1,495,000",
"('37.761143', '-122.48403')",2033-2035 Judah St,San Francisco,CA,94122,place,"Wonderful opportunity to own a clean multi-unit with great rents and even better upside! Two 2bed/2bath flats each with 1 car parking, in-unit laundry, updated kitchens and baths. Centrally located close to shops and restaurants on Irving, two blocks from Golden Gate Park and 1/2 mile to UCSF. Easy transportation and a walk score of 87 makes this turnkey building an amazing opportunity.",4,4,"2,495","2,500",Built 1948,Built 1948,Type Multi-Family Home,"$1,699,000",
"('37.780767', '-122.402142')",855 Folsom St Apt 523,San Francisco,CA,94107,place,"Rare Yerba Loft w/ 2 bedrooms, 2 baths & a private, south-facing, 13 x 30 ft. terrace w/ panoramic views! Perfect for entertaining, this unique property features soaring volumes of space, an open living/dining/kitchen floor plan w/ hardwood floors, stainless appliances, and 16'' ceilings. The main level bedroom, w/ an adjacent full bath, has stylish frosted glass sliding doors. The upper loft bedroom is truly over-sized w/ new carpet, custom built-ins, a huge expanded walk-in closet, and en suite bath. 855 Folsom, designed by Stanley Saitowitz, is one of the area's most sought after addresses. With full time door staff, on-site management, and 1 car deeded parking, this unit checks all the boxes. Whole Foods, Trader Joes, Union Sq., Yerba Buena, FIDI and Mission Bay are all within easy reach.",2,2,,"1,396",Built 2001,Style  Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$1,450,000",
"('37.760648', '-122.44246')",4658 18th St,San Francisco,CA,94114,place,"On a tree lined street in coveted Eureka Valley you will find this gorgeous 2-level condo that seamlessly blends modern amenities with great form and flow. Behind a reimagined Victorian facade, this residence showcases 1800+ sqft with a spacious open living room, dining room and kitchen - boasting plentiful cabinets, island, generous counter space and Viking appliances. Two bedrooms, one en-suite, two full baths, laundry room and elevator access complete this level. The lower level features a huge master suite with large, luxurious, zen bath and built-in, custom closets. Beautiful custom features abound throughout - gorgeous wainscoting, crown molding, recessed lighting, 10â€² ceilings, built in speakers/sound system, rich Brazilian hardwood floors & much more! Elevator to garage and main level. Deeded charming garden. Moments to all of the shops, bars, parks, cafes, schools and restaurants in the Castro and Noe Valley. Easy access to shuttles, MUNI and the FWY. A must see!",3,3,,"1,806",Built 1900,Style  Contemporary/Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$1,895,000",
"('37.770176', '-122.424442')",49-53 Guerrero St,San Francisco,CA,94103,place,"This renovated 3 unit VIEW bldg with additional 1bd/1ba guest suite on the ground level is a new standard for chic contemporary living at the intersection of Mission, Lwr Haight & Hayes Valley. All units are delivered FULLY furnished, including completely outfitted kitchens and more. Tall ceilings, classic millwork and hw flrs and an abundance of windows frame quintessential San Francisco city views. Open-floor plan, great for entertaining, connect living and dining area with gourmet kitch with b'fast bar. Bedrooms boast roomy closets, & bay windows & decorative FPs. Master suite w/ luxe en suite bathroom with large double vanities. In-unit WD add convenience. Stately 3 unit bldg that has undergone a careful and extensive renovation. 2 car garage & roof deck w/ fab views. BIG rents for these swanky units. May be possible to add an ADU, BUyer to investigate. Bldg is COPA compliant. Shown by appt until Jan 6.",,,"1,999","6,741",Built 1908,Built 1908,Type Multi-Family Home,"$4,695,000",
"('37.745544', '-122.438172')",1348 Douglass St,San Francisco,CA,94131,place,"Immaculately-maintained corner home in move-in condition. Large living room with wood-burning fireplace. Updated kitchen with breakfast area and a convenient pass-through to a dining area. Two bedrooms with generous closets and a full bath on the main level. Lower level has a bedroom with en-suite bath, excellent storage, a two-car tandem garage, a full-sized washer and dryer, and access to the sunny south and west garden. Partial Downtown and Bay views and potential for a top story addition.",3,2,"2,107","1,651",Built 1947,Style  Contemporary,Type Single Family Home,"$1,475,000",
"('37.788501', '-122.420871')",1433 Bush St Unit 801,San Francisco,CA,94109,place,"Price reduced! Discover unsurpassed new construction in Lower Nob. Brand new Penthouse Residence 801 is a contemporary north facing 3 bedroom view home with dramatic 11+ ft ceilings. The floor plan seamlessly flows from the kitchen to the main living area. The kitchen offers expansive counter space, and island, custom cabinetry with integrated lighting, Silestone quartz counters, and stainless steel appliances. Beautiful wide-plank European white oak hardwood floors are featured throughout along with a spacious walk-in closet in the master bedroom. The spa-like bath is the epitome of modern design with designer tile. Amenities include a designer lobby experience, Latch keyless entry system; a rooftop deck with lounge seating & outdoor grill; secure bike pkg. & storage is available. (Pics are of similar model home). Great opportunity to own a Penthouse home in Lower Nob Hill.",3,2,,"1,166",Built 2019,Style  Contemporary/Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$1,695,000",
"('37.756212', '-122.444195')",313 Burnett Ave,San Francisco,CA,94131,place,"Vacant lot with panoramic views of Downtown and the Bay. This land is located at one of the highest points of Twin Peaks with only open space behind the site. This large site has over 50 feet of frontage on a down-slope RM-1 zoned lot. The current proposed project is for nine large units with modern design, private decks and spectacular views. All units have a private elevator stop and come with parking and bike storage. Proposed architectural drawings are a revision of plans previously submitted to the planning department. Truly a one of a kind development opportunity.",,,"7,405",,,Type Land,Type Land,"$5,395,000",
"('37.745022', '-122.406241')",37 Rutledge St,San Francisco,CA,94110,place,"Welcome to 37 Rutledge. This brand-new, 4-bed/3.5-bath home boasts apx. 2, 585 sq.ft., dramatic architecture and one-of-a-kind detailing. With an expansive great room open to the chef's kitchen, the main level is perfect for entertaining large groups of people or quiet evenings, alike. The spacious island kitchen is appointed with matte-white cabinetry, Krion countertops and Fisher & Paykel appliances including an integrated refrigerator, double-drawer dishwasher and 36 gas range. The top floor master suite features soaring ceilings, 2 large closets and a spa-like bathroom with a double vanity and oversized soaking tub. Additional features include radiant floor heating (throughout), NEST thermostats, LED lighting, oversized 2-car garage, multiple decks and a fantastic rear yard. Great Bernal Heights location at end of a quiet street - Do not miss!",4,3.5,,"2,585",Built 2019,Style  Modern/High Tech,Type Single Family Home,"$2,595,000",
"('37.781167', '-122.390697')",88 Townsend St,San Francisco,CA,94107,place,"PARK YOUR MONEY! Great parking spot for investor clients, 1 block from the ball park! Current tenant is leasing for $300 month-to-month. To be clear: This is for a PARKING SPACE ONLY.",0,,,,Built 2005,Built 2005,Type Condo/Townhome/Row Home/Co-Op,"$100,000",
"('37.798864', '-122.437717')",Address Not Available,San Francisco,CA,94123,place,"Tiffany Blue 390 is the ultimate answer to small space living.. It is our most efficient layout with a combined kitchen, living, and dining room, a full sized bedroom and a large bathroom. There is no wasted space, and yet it contains all the luxury of modern living  open floor plan, full kitchen, plenty of storage, and washer and dryer. This model is perfect for a guest suite, an office space, a college apartment or a backyard retreat.",1,1,,390,,Type Single Family Home,Type Single Family Home,from,
"('37.743643', '-122.476482')",2366 20th Ave,San Francisco,CA,94116,place,"Single Family Home with 2 stories over garage in great location. Main level consists of 2 bedrooms, 1.5 bathrooms, living room with fireplace, formal dining room, eat-in kitchen. Upper level consists of 1 bedroom, 1 bathroom, family room, kitchenette. Lower level consists of large garage, bonus room, storage and room for expansion potential. Large yard. Property has 2 water meters, 2 water heaters, 2 electric meters, 2 gas meters, 2 gas furnaces.",3,2.5,"2,996","2,205",Built 1926,Built 1926,Type Single Family Home,"$1,295,000",
"('37.798864', '-122.437717')",Address Not Available,San Francisco,CA,94123,place,Serenity 600 is a creative one-bedroom layout.. The plan has two sides with decks perfect for a relaxed day outdoor. The living area has sliding glass doors leading to the deck. The bedroom is very spacious and has a walk-in closet leading to the bathroom. On the other side of the bedroom are large sliding glass doors leading to the deck. This plan has plenty of both indoor and outdoor space for leisure and entertainment.,1,1,,600,,Type Single Family Home,Type Single Family Home,from,
"('37.798864', '-122.437717')",Address Not Available,San Francisco,CA,94123,place,"Prestige 455 is all about a simple and relaxing lifestyle.. The one bedroom and one bathroom unit comes with a large open kitchen and living space that opens to the exterior. Living spaces are well-lit with glass sliding doors and windows. The bedroom is spacious for a king bed, has large sliding glass doors, and contains laundry facilities. This model is perfect for a guest suite, a college apartment, an elderly home or a backyard retreat.",1,1,,455,,Type Single Family Home,Type Single Family Home,from,
"('37.728889', '-122.440469')",315 Santa Rosa Ave Apt 6,San Francisco,CA,94112,place,"This semi-detached, light and bright, spacious 3BR/2BA condominium is located on a cul de sac in Mission Terrace, just a few blocks from Balboa Park and Pool and Glen Park. The home offers a modern floor plan with living/dining area with gas fireplace, an open kitchen, a master suite and two additional bedrooms. The condo features high ceilings, recessed lighting, crown moldings, generous closet space, and (partial) hardwood floors. The kitchen is equipped with stainless steel appliances, granite counters, and gas stove. One car deeded garage parking with interior access, a private Juliet balcony, and shared roof deck completes the unit. 315 Santa Rosa offers many options for easy downtown or Peninsula commutes: the J-Church MUNI line just steps away, the Glen Park BART station is nearby, and there is quick access to I-280. Walk Score: 86, Very Walkable.",3,2,,"1,521",Built 2003,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$895,000",
"('37.798864', '-122.437717')",Address Not Available,San Francisco,CA,94123,place,"Solstice 560 is our ultimate one-bedroom ADU with great open floor plan.. We love the modern and functional kitchen, well-lit from a full size window in between the counters. The combined living space and dining space opens to the exterior. The bedroom is spacious for a king bed, has large sliding glass doors, and contains laundry facilities. This model is perfect for an individual or a couple who enjoys cooking and having guests over.",1,1,,560,,Type Single Family Home,Type Single Family Home,from,
"('37.798864', '-122.437717')",Address Not Available,San Francisco,CA,94123,place,"Jacaranda 585 is for people who love the outdoors.. The L-shaped plan wraps around an exterior deck and contains two areas: a living and dining area and a sleeping area. The living area is open to the exterior through triple sliding doors. The modern kitchen features a double sink, a full size window, and an island counter perfect for gathering. The bedroom is spacious for a king bed and has large glass doors that also open to the deck. Ample daylight floods this model.",1,1,,585,,Type Single Family Home,Type Single Family Home,from,
"('37.798864', '-122.437717')",Address Not Available,San Francisco,CA,94123,place,"Savannah 875 is a spacious, relaxing two-bedroom layout with a master ensuite.. The kitchen and living areas are in the front part of the house which invites sunlight in during the day. While the two bedrooms are located at the back of the house, separated by a bathroom, providing maximum peace and privacy for a good nights rest.",2,2,,875,,Type Single Family Home,Type Single Family Home,from,
"('37.773938', '-122.448351')",1930 Hayes St Apt 4,San Francisco,CA,94117,place,"This top floor, 2 bedroom, 1.5 bath condo situated in the heart of NOPA,provides the perfect backdrop for easy entertaining or serene contemplation,and close to hotspots and hangouts in one of San Francisco's most vibrantneighborhoods. The open concept living/dining area features a gas fireplaceand opens to a large deck, perfect for modern living. Situated at the rear ofthe property, this home overlooks a shared garden oasis. The kitchen andbaths have been thoughtfully remodeled and both bedrooms are spaciouswith generous closets. The garage provides 1 car parking, free laundry andample storage. This boutique, 4-unit building is one block to the Panhandle, 3blocks to Golden Gate Park, and a short jaunt to USF. Imagine morning runsand bike rides through the Panhandle and Golden Gate Park or dinner alongDivisadero at popular, award winning restaurants",2,1.5,,,Built 1980,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,049,000",
"('37.774462', '-122.489941')",787 30th Ave,San Francisco,CA,94121,place,"The one you've been waiting for! This warm and stylish 3 bedroom, 3 bath single family home combines classic charm with modern conveniences in a flexible 2-level floor plan. The home is flooded with natural light from an east/west exposure and skylights. Inside, the living room, dining room and kitchen provide a seamless flow for entertaining. The living room has timeless details, including a wood burning fireplace and hardwood floors. The kitchen has granite countertops, stainless appliances and a breakfast bar. The large master bedroom has an ensuite full bath. There is a second spacious bedroom and another full bath on the main level. An interior staircase leads to the legal third bedroom, family room, wet bar area and third full bath. The enchanting backyard has an herb garden! Excellent location near Golden Gate Park, Ocean Beach, restaurants and transportation!",3,3,"1,750","1,726",Built 1941,Style  Traditional,Type Single Family Home,"$1,595,000",
"('37.779105', '-122.456136')",30 Rossi Ave,San Francisco,CA,94118,place,"Rarely available opportunity to own a home on Rossi Avenue. Beautiful single family home with direct views to expansive Rossi Park. Light filled main floor has large principal rooms, including living room, separate dining room, breakfast room, large kitchen and half bath. Beautiful arched windows in living room overlook a Juliette balcony, directly on to greenery of Rossi Park. Elegant curved staircase takes you upstairs to the 3 large bedrooms. Master bedroom, which overlooks the park has a Juliette balcony, extensive closets and ensuite bath with separate shower and tub. Two additional bedrooms, a deck, and a full bath complete the top floor. Bonus room downstairs with walkout to backyard. Enjoy your private backyard with green space and harvest your own fruit from your lemon tree! Large 1-2 car parking. Hardwood floors throughout.",3,2.5,"2,382","2,810",Built 1937,Style  Spanish/Med,Type Single Family Home,"$2,075,000",
"('37.798864', '-122.437717')",Address Not Available,San Francisco,CA,94123,place,Pristine 775 is a modern two-bedroom layout.. The two bedrooms are separated by the open space in the middle of the plan for maximum privacy. The kitchen has an island with double sink for easy dining and clean up. Both the living area and bedroom have glass doors that open up to the deck.,2,1,,775,,Type Single Family Home,Type Single Family Home,from,
"('37.784384', '-122.426976')",66 Cleary Ct Apt 604,San Francisco,CA,94109,place,"City Views abound from this mid-century Eichler Condo ideally located in the Heart of the City. Designed to bring the outside in, this unit is flooded with natural light with north facing floor to ceiling windows from every room. Upon entering you are greeted to an open floor plan with flexible living/dining room combo and large walk-out deck. 3 generously sized bedrooms, including ensuite master with walk-in closet provide an ideal floor-plan for families or those seeking great value! #1 deeded parking spot right next to the lobby, 24 hr security, on-site maintenance, and tennis court are among the amenities.. Ideally located one block to public transportation, Japantown, and a short stroll to the Fillmore shopping corridor. Don't miss this move-in ready view home with lots of value add potential!",3,2,,"1,106",Built 1963,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$988,000",
"('37.790543', '-122.395922')",301 Mission St Apt 54C,San Francisco,CA,94105,place,"Sited on the 54th floor at the Southeast corner of the Millennium Tower, Grand Residence 54C is enveloped in striking views of San Francisco's Bay and Bay Bridge. As one of the most desirable residences and measuring over 2,800 sq.ft., this two bedroom plus liibrary and three and one-half baths offers an open floor plan perfect for entertaining.The spacious living and dining room showcase floor-to-ceiling walls of glass framing prized views of San Francisco. An upscale Chef's kitchen clad in marble, opens to the entertaining space and offers both an oversized island and breakfast bar inclusive of top line appliances and wine refrigerator. The split floor plan offers a master bedroom replete with dual baths and two large, bespoke walk-in closets. The second suite is positioned on the opposing corner, and a library/media room that doubles as a guest room as needed. Indulge in the daily luxury of award-winning, world-class amenities including a 24/7 attended lobby, concierge, fitness center and resident's lounge.",2,3.5,,"2,819",Built 2009,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$4,995,000",
"('37.804244', '-122.405504')",111 Chestnut St Unit 110,San Francisco,CA,94111,place,"Stunning corner unit with deck access from both living room and dining room. This stylish one bedroom, one bath condominium is filled with natural sunlight. Enjoy the south/east facing location overlooking the beautiful fountains and courtyard. This rare one of a kind unit is the largest one bedroom in the complex. Washer & dryer are inside the unit. Look no more for the perfect city residence. Ideally located in the vibrant North Waterfront at Parc Telegraph Towers. Walking score 95. Walk to San Francisco Bay Club, Pier 39, Exploratorium, cruise ship terminal, Levi Plaza with parks and fountains, Starbucks, RJ's market, ferry building and many favorite restaurants. Come home to Parc Telegraph",1,1,,"1,005",Built 1993,Style  Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$899,000",
"('37.798864', '-122.437717')",Address Not Available,San Francisco,CA,94123,place,Stellar 820 is a U-shaped layout with a covered deck in the middle to invite the outdoor in.. This two bedroom layout is suitable for people who love plenty of daylight in their bedrooms. Both rooms have easy access to the deck.,2,2,,820,,Type Single Family Home,Type Single Family Home,from,
"('37.798864', '-122.437717')",Address Not Available,San Francisco,CA,94123,place,"Twilight 800 is an open plan living layout with two spacious bedrooms.. The versatile living and kitchen areas provide plenty of space to move about. The open plan layout allows residents to entertain, relax, cook, and dine in one big space while having the option to extend the space further out to the deck by opening the sliding doors.",2,1,,800,,Type Single Family Home,Type Single Family Home,from,
"('37.753821', '-122.441686')",276 Grand View Ave,San Francisco,CA,94114,place,Private and quite neighborhood. Gorgeous view of the city. Entry leads to the foyer along with 1/2 bath. Upstairs boast spacious dining room and den. Kitchen and french door leading to the back yard. Great possibilities awaits the new owner.,1,1.5,"2,395","1,025",Built 1908,Built 1908,Type Single Family Home,"$999,000",
"('37.752115', '-122.450707')",139 Gladeview Way,San Francisco,CA,94131,place,"Grazing the tree line with expansive vistas toward the Pacific Ocean, this luminous residence, with a distinct aesthetic link to its natural surroundings, radiates the fresh design sensibility of a sophisticated city home, nestled in an idyllic wooded setting.Tucked in serene corner of this highly prized, central neighborhood, the airy home is flooded with natural light - hawks gliding overhead - and embraced by verdant hiking trails, proximity to Glen Park, Cole, Eureka and Noe Valleys and West Portal, delivering all the culture, dining, shopping and transportation a city dweller could want. Having undergone a dramatic to-the-studs renovation, possessed of an elegant modernity, this home has been expanded with meticulous craftsmanship, exquisite interior design and attention to every detail. The resulting dwelling, with a sought-after, open floorplan, glorious entertaining spaces, jaw-dropping ocean views, and handsome professionally equipped kitchen has enviable amenities both subtle and robust. Warmed by hardwood flooring and wood-burning fireplace, this high function design has three bedrooms on one level, family room and a master suite down which open to a sheltered modern garden. Fully detached with two-car side-by-side parking, this home has inventive, natural livability all its own, one-of-a-kind.",4,3,"3,733","2,010",Built 1957,Style  Contemporary/Custom/Modern/High Tech,Type Single Family Home,"$1,698,000",
"('37.794665', '-122.429717')",1999 Broadway Apt 52,San Francisco,CA,94109,place,"This elegant condominium features large rooms with excellent scale. Located in a twelve-unit, boutique elevator building on one of Pacific Height's most prestigious streets, this home has three bedrooms, each with en suite bath. There are large formal living and dining rooms, an eat-in kitchen and bonus office/laundry room. The many period details include hardwood floors, arched doorways, living room with barrel vaulted ceiling and fireplace and a dramatic lobby. This unit boasts the only private garage in the building, which accommodates a large car as well as additional storage. Flooded with light from three sides, the home is light and bright. It is also well-located, easily walk able to both Pacific Height's Fillmore Street and Cow Hollow's Union Street as well as Lafayette Park. Walk Score of 96! A resident manager completes the package of this amazing home.",3,2.5,,"2,200",Built 1927,Built 1927,Type Condo/Townhome/Row Home/Co-Op,"$2,225,000",
"('37.758284', '-122.489982')",1551 31st Ave,San Francisco,CA,94122,place,"Classic Mediterranean style home with clean period details and original woodwork. First time on the market in many years, this house is well presented and beautifully staged with fresh paint and refinished hardwood floors . Living room with curved high ceiling and wood burning fireplace, formal dining room with original Art Deco style chandelier and sconces. There is an elegant entry hall, main hall with skylight, breakfast room with built in cabinet, bright kitchen with new fridge, vent hood and stove. Nice split vintage tile bath with separate tub and stall shower. Two large bedrooms with good closets and bay windows overlooking the garden. On the ground floor there is a generous bonus room, kitchenette and bath accessed through the garage or side entry.  Landscaped deep west facing garden.  The large garage has room for tandem parking, laundry area and storage. Located in the desirable Central Sunset with good shopping, transportation, Golden Gate Park and Ocean nearby.",2,1,"2,996","1,450",Built 1930,Style  Spanish/Med/Arts & Crafts/Marina,Type Single Family Home,"$1,295,000",
"('37.794951', '-122.424319')",1760 Pacific Ave Apt 9,San Francisco,CA,94109,place,"This bright, open Edwardian penthouse condominium has been meticulously maintained and updated to create the ultimate Pac Heights home! Perched atop a charming 11-unit building, the chic residence boasts breathtaking views of the San Francisco Bay, Fort Mason, Downtown, and a peek of the Golden Gate Bridge. Blending both modern design and classic architectural details, this 2 bedroom, 2 bath unit showcases beautiful period details, including 10' ceilings, original crown moldings, and Bay picture windows. The formal entrance hall introduces the spacious living room with wood burning fireplace and city views, formal dining room, and modern eat-in kitchen. Additional features include in-unit washer/dryer, double pane windows throughout, intercom, an elevator with interior access from the garage to the unit, 1 car deeded parking, storage, common garden, and lobby. Proposed plans for a 3rd bedroom available as well.",2,2,,"1,975",Built 1905,Style              Edwardian,Type Condo/Townhome/Row Home/Co-Op,"$1,995,000",
"('37.77393', '-122.396241')",300 Berry St Unit 448,San Francisco,CA,94158,place,"This luxurious two-level townhome in South Beach has two bedrooms with en-suite bathrooms, a large private patio, high ceilings, and floor-to-ceiling windows. Beautiful, brand-new engineered hardwood oak flooring just installed throughout the unit. The designer kitchen features granite counters, stainless steel appliances, and an open floor plan. In the secure garage is one deeded parking stall and a large adjacent storage room. The Arterra is San Francisco's premier LEED-Certified luxury high-rise offering sophisticated amenities like a spacious lobby with 24-hour doorman, fitness center, club room, roof deck with BBQ, a guest suite you can reserve for visitors, and a community herb garden. The location can't be beat. Just one block to CalTrain, Safeway, Philz and other neighborhood eateries. Only two blocks to the Giants stadium and walkable to the Warriors arena. Muni K and T lines are just a block away and you're minutes to the Bay Bridge, 101 and 80.",2,2,,"1,199",Built 2009,Style  Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$1,479,000",
"('37.747553', '-122.422771')",1476 Guerrero St,San Francisco,CA,94110,place,"1476 Guerrero Street is a chic Noe Valley condominium that combines classic SF Victorian charm with the best of City living! The spacious open floor plan is ideal for entertaining and features an updated contemporary kitchen with a large eat-in area, almost 10' ceilings, stylish designer lighting, and hardwood floors throughout. The exclusive use deck and shared yard with BBQ, located just off of the kitchen/dining room, offer the perfect indoor/outdoor lifestyle.Two generous sized bedrooms and one and a half baths complete this Noe Valley gem. Plus, this unit comes with two parking spots in the shared garage! Live the Noe Valley lifestyle just blocks from some of the best urban hot spots, including Church Street, 24th Street, and the Mission. This home is also super close to both BART and MUNI stations - a commuter's dream!",2,1.5,,"1,225",Built 1900,Style  Victorian,Type Condo/Townhome/Row Home/Co-Op,"$1,195,000",
"('37.77389', '-122.421877')",55 Page St Apt 314,San Francisco,CA,94102,place,"The Hayes located at 55 Page Street is in the heart of the city. This beautiful Studio condominium has everything a sophisticated urban dweller desire. S/S appliances, in-Unit laundry, hardwood flrs, additional storage plus common area conveniences like 24hr lobby attendant, fitness center, and a 360 degree view roof deck. Hayes Valley is the cultural center of the city offers the best of San Francisco's culinary scene with world class restaurants, transportation, shopping, and nightlife. Perfect for a first-time buyer or investor.",0,1,,476,Built 2008,Style  Contemporary/Modern/High Tech,Type Condo/Townhome/Row Home/Co-Op,"$649,000",
"('37.772934', '-122.483954')",882 25th Ave,San Francisco,CA,94121,place,"Move-in condition and light filled home with the elusive 3 beds and 2 baths on one level. Upon entering the warm home you are welcomed by grand scale and timeless Edwardian character. The main level features a large living room w/tray ceilings, modern fireplace, bay window w/urban outlooks and views of Golden Gate Park. Off the large dining room is a light filled home office. The kitchen checks all the boxes: gas range, quartz counters, modern subway tile and tons of cabinetry. A convenient 1/2 bath completes this level. Upstairs is the bedroom level with lux master w/ensuite bath. Across the landing is a full modern bath w/shower over tub plus two bedrooms and a sunroom framed by eastern outlooks of the back garden complete the upstairs level. Down from the kitchen is a bonus room w/tub and sink, full of possibilities. The back garden has drought resistant landscaping and a modern patio area. 2-car garage w/tons of storage. Convenient to Muni, tech shuttles, GG park museums & gardens",3,2.5,"2,038","2,216",Built 1923,Style              Edwardian,Type Single Family Home,"$1,995,000",
"('37.803757', '-122.426511')",3150 Franklin St,San Francisco,CA,94123,place,"Trophy multifamily property! Walk to the Marina Green & Chestnut Street amenities. Well maintained building in the same family for over 40 years. Significant upgrades include soft story retrofit which a new owner could pass through to achieve more income. The units are all spacious with nice entries, and large walk-in closets, bay windows, nice detailing and hardwood floors. Many units with Golden Gate Bridge and Bay views. Must see this one!",,,"4,120","10,991",Built 1924,Style  Traditional/Marina,Type Multi-Family Home,"$7,550,000",
"('37.786573', '-122.434713')",1880 Steiner St Apt 409,San Francisco,CA,94115,place,"Located in Lower Pacific Heights, this inviting and light filled top floor, end unit condo is beautifully updated and has a great floorplan. It is located just one block from the vibrant Fillmore St. shops and restaurants. Just 4 blocks to Japantown, Raymond Kimbell Playground, Alta Plaza Park, 3 blocks to the popular Divisadero corridor and close to the historic Painted Ladies of SF and Alamo Square Park! The location is truly perfect with a 99 walk score! The kitchen is beautifully updated with granite counters and stainless steel appliances. The living room has lots of natural light, hardwood floors, fireplace and plantation shutters. Modern bathrooms, spacious master suite and in unit laundry make this the perfect place to call home. Do not miss this fantastic condominium. Offers will be due on Tuesday 1/21/2020 by 2pm. Please allow 48hrs to respond.",2,2,,983,Built 1999,Built 1999,Type Condo/Townhome/Row Home/Co-Op,"$1,195,000",
"('37.762548', '-122.41324')",2170 Harrison St Apt 1,San Francisco,CA,94110,place,"Located in a Boutique 8 unit building steps from Gus's Community Market, Stable Cafe, and just a few blocks from Flour and Water, Tartine Manufactory and Trick Dog, this bright and modern 1 bedroom, 1.5 bath loft delivers the best that the vibrant Inner Mission has to offer. Featuring an open floor plan with soaring ceilings and large windows, the unit is drenched in natural light and has nice flow throughout. The expansive living/dining area adjoins to a private patio to enjoy some of the best weather in the city. With maple floors throughout the main floor, custom blinds, and marble and slate bathrooms, the unit provides modern finishes. The upstairs loft area provides sufficient space for a King bed, has ample closet space, and has a full bathroom. A half-bathroom on the main floor, in-unit laundry, deeded parking in a secure garage, a large deeded storage unit and a common yard complete this terrific Loft.",1,1.5,,990,Built 1997,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$999,000",
"('37.746354', '-122.501389')",2162 43rd Ave,San Francisco,CA,94116,place,"Sophisticated, Modern & Luxurious Huge Home in Outer Parkside! This highly renovated two levels 3, 058 SQFT, 4BD/5BA home has just completed a full transformation. This is a smart home with a state of the art voice control, audio system, WIFI & security camera. Behind the modern facade, the beautiful natural hardwood floors, recessed lightings, plenty of natural light flow throughout the home's open airy layout with 4 skylights. Upstairs features high ceiling, dramatic chef's dream kitchen is clad w/premium finishes including a huge bar island, quartz countertops, professional-grade THERMADOR appliances, modern cabinetry, 3BD/3BA w/2 master suites, and washer/dryer hookups installed. Downstairs offers an entertaining family room with wet bar, playroom, 1BD/2BA w/1 master suite. Private backyard w/gorgeous cedar wood fences, huge garage for 2 small cars. Easy walk to school, transportation, shops, restaurants, supermarket, park, Golden Gate Park & Ocean Beach.",4,5,"3,000","3,058",Built 1944,Style  Contemporary/Modern / High Tech,Type Single Family Home,"$1,695,000",
"('37.757906', '-122.468775')",1616 12th Ave,San Francisco,CA,94122,place,"This 4 bedroom, 3 bath condominium has the look and feel of a single family home. With 3 bedrooms and 2 baths on the main level, this home is perfect for family living. The home comes complete with two living areas on two levels. The lower level bedroom or office opens out onto the landscaped walkout yard, perfect for BBQ's and outside entertaining. Modern kitchen and bathrooms, two car parking with Tesla charger, wide open floor plan and tons of natural light round out the place you want to call home. This residence is located within steps of Golden Gate Park, The Inner Sunset Shopping corridor and bountiful museums, just to name a few of the area attractions.",4,3,,"2,100",Built 2001,Style  Contemporary,Type Condo/Townhome/Row Home/Co-Op,"$1,775,000",
